,Title,Body
496,नेपालमा कोरोनाभाइरस प्रवेश छैनः प्रधानमन्त्री,प्रधानमन्त्री केपी शर्मा ओलीले नेपालमा अहिलेसम्म कोरोनाभाइरस संक्रमण प्रवेश नगरेको दाबी शनिबार सरकार बनेको वर्ष पूरा अवसरमा प्रतिनिधिसभा बैठकलाई सम्बोधन प्रधानमन्त्री ओलीले कोरोनाभाइरसबाट नेपाली संक्रमित नभएको दाबी गरे छिमेकी चीनमा कोरोनाभाइरस पैदा यसले नेपाललाई प्रत्यक्ष असर भन्दै संक्रमण फैलिन नदिन सरकारको ध्यान केन्द्रित बताए चीनमा नेपाली विद्यार्थीलाई लिन जहाज आजै वुहान प्रस्थान जनाए चीनबाट ल्याइने विद्यार्थीको उचित प्रबन्ध सरकारले गम्भीरतापूर्वक ध्यान दिने बताए प्रधानमन्त्री ओलीले आफ्ना नागरिकको हेरविचार भन्दै चीन सरकारलाई धन्यवाद यद्यपी यसअघि चीनबाट नेपाल आएका जना नेपालीमा कोरोनाभाइरसको संक्रमण पुष्टि व्यक्तिको नमूना जाँच हङकङ पठाइएकोमा कोरोनाभाइरस पुष्टि उक्त व्यक्ति अहिले पूर्ण भएर सामान्य जीवनमा फर्किसकेको चिकित्सकहरूले बताएका
497,प्रधानमन्त्रीको प्रश्न सरकारका काममा नियत हेरिन्छ,प्रधानमन्त्री केपी शर्मा ओलीले दिनअघि सम्पादकहरूले भनेका संसदमा सुनाएका शनिबार प्रतिनिधिसभा बैठकमा सम्बोधन प्रधानमन्त्री ओलीले तथ्यमा आधारित भएर सक्दो क्रिटिकल सम्पादकहरूलाई आग्रह गरे सभामुख महोदय दिनअघि सम्पादकले प्रश्न गर्नुभयो हामी चौथो अंग हौं क्रिटिकल हुन्छौं सरकारको खबरदारी गर्छौं हाम्रो खबरमा नियत हेरिन्छ अवश्य हेरिन्न तथ्यमा आधारित भएर सक्दो क्रिटिकल होस् लेखाइको लाइन विटविन द लाइन पढिँदैन प्रधानमन्त्री ओलीले प्रधानमन्त्री ओलीले आफ्ना सरोकार सुनाए सरोकार नेतृत्वमा सरकारले सुरू काम लागेको राष्ट्रिय अभियानमा चाहिँ नियत हेरिन्छ प्रश्न गरे वैचारिक पूर्वाग्रहका कारणले हुनु बाञ्छनीय हुँदैन ओलीले सरकारका काममाथि कतिपयले तर्क सुनेर विस्मित उल्लेख गरे सरकारले गरेन गफ भन्नेहरूप्रति प्रधानमन्त्रीले कटाक्ष गरे सरकारको कामबारे गर्दा गफ भनेर काम देखिनुपर्‍यो तथ्य आँकडा प्रस्तुत हुनपर्‍यो सुन्थें परिवेश अहिले बदलिएको थेगोजस्तै बनेको अंक आँकडाले ग्लोबल इन्डेक्समा होइन जनतामा इम्प्रेसन भन्नेजस्ता सुनिन थाल्यो यस्ता तर्क सुन्दा विस्मित उल्लेख थपे यस्ता सुनेर बेलाबेला विस्मित भनौं लाग्छ ठीकै प्रधानमन्त्रीले सुन तस्करीलाई पक्राउ कारबाही गरिएको बताएका सुन तस्करी तहसनहस बनाइएको दाबी प्रधानमन्त्रीको तस्करीमा संलग्नहरू जेलमा बताए मझेरीदेखि जंगलसम्म सुन लुकाउनेलाई कारबाही गरिएको प्रधानमन्त्रीले सडक कालोपत्रलाई सरकारले प्राथमिकता दिएको बताए प्रतिदिन करिब किमी सडक कालोपत्र भइरहेको सरकार बनेपछि हजार सय ३६ किमी सडक कालोपत्र प्रधानमन्त्री ओलीले हजार किमीभन्दा बढी सडक गाभ्रेल बताए सरकार बनेपछि सय २५ वटा पुल निर्माण प्रधानमन्त्रीको भनाइ चालु आर्थिक वर्षमा मात्रै ४१ पुल बनेको प्रधानमन्त्री ओलीले बताए देश तुइनमुक्त प्रधानमन्त्रीले दाबी गरे सय ३० बढी तुइन रहेकोमा अहिले डेढ दर्जन नरहेको तुइन विस्थापित पुल निर्माण कार्य भइरहेको बताए ओलीले सरकार वर्षसम्म चल्नुलाई उपलब्धिका रूपमा लिनुपर्ने उल्लेख सरकार वर्ष चल्दा उपलब्धिका रूपमा लिनुपर्दो रहेछ प्रधानमन्त्री ओलीले सरकार बनेको वर्ष कानुन निर्माणमा ध्यान दिएको बताए वर्षलाई विकास आरम्भ वर्षको रूपमा लिएका प्रतिपक्षी नेपाली कांग्रेसका सभापति शेरबहादुर देउवालाई लक्षित प्रधानमन्त्री ओलीले निर्वाचनका बेलाका सम्झिए कम्युनिष्टको सरकार बन्यो हाँस्न रून पन पाइँदैन वास्तविकता त्यस्तो लोकतन्त्र संकटमा परेको अधिनायकवाद आउन लागेको होइन अभिव्यक्ति स्वतन्त्रता हनन् लागेको भन्दै माइतीघरमा कहिले गुठी विधेयक अवतारमा कहिले मिडिया विधेयकलाई लिएर चर्चा बताए गरिबी घटाउन रोजगारी वृद्धिमा सरकारले काम गरिरहेको बताए रोजगारीमा प्रतिशतले वृद्धि भनाइ
498,सुन तस्करी तहसनहस बनाइयो: प्रधानमन्त्री,प्रधानमन्त्री केपी शर्मा ओलीले सुन तस्करीलाई पक्राउ कारबाही गरिएको बताएका सुन तस्करी तहसनहस बनाइएको दाबी प्रधानमन्त्रीको प्रतिनिधिसभा संसदमा शनिबार सम्बोधन प्रधानमन्त्रीले सुन तस्करी निमिट्टान्न बनाइएको बताए तस्करीमा संलग्नहरू जेलमा बताए मझेरीदेखि जंगलसम्म सुन लुकाउनेलाई कारबाही गरिएको
499,प्रतिदिन किलोमिटरका दरले सडक कालोपत्र भइरहेको छ: प्रधानमन्त्री,प्रधानमन्त्री केपी शर्मा ओलीले सडक कालोपत्रलाई सरकारले प्राथमिकता दिएको बताएका प्रतिनिधिसभा संसदमा शनिबार सम्बोधन प्रधानमन्त्रीले प्रतिदिन किलोमिटरका दरले सडक कालोपत्र भइरहेको जानकारी प्रतिदिन करिब किमी सडक कालोपत्र भइरहेको सरकार बनेपछि हजार सय ३६ किमी सडक कालोपत्र प्रधानमन्त्री ओलीले हजार किमीभन्दा बढी सडक गाभ्रेल बताए सरकार बनेपछि सय २५ वटा पुल निर्माण प्रधानमन्त्रीको भनाइ चालु आर्थिक वर्षमा मात्रै ४१ पुल बनेको प्रधानमन्त्री ओलीले बताए देश तुइनमुक्त प्रधानमन्त्रीले दाबी गरे सय ३० बढी तुइन रहेकोमा अहिले डेढ दर्जन नरहेको तुइन विस्थापित पुल निर्माण कार्य भइरहेको बताए
500,संसदमा प्रधानमन्त्रीको सम्बोधन लाइभ,प्रधानमन्त्री केपी शर्मा ओलीले प्रतिनिधिसभा संसद बैठकलाई सम्बोधन सुरू नेतृत्वमा सरकार बनेको वर्ष पूरा अबसरमा प्रधानमन्त्रीले सरकारले कार्यप्रगतिबारे बैठकमा धारणा राख्न राखेका २०७४ फागुन ३ गते ओली दोस्रोपटक प्रधानमन्त्री बनेका प्रतिनिधिसभा बैठक विहान ११ बजे सुरू बैठकमा अहिले प्रधानमन्त्री बोलिरहेका
501,अमेरिकी रक्षा प्रणाली भारतलाई बिक्री विषयमा पाकिस्तानद्वारा गम्भीर चिन्ता,अमेरिकाले भारतलाई प्रतिरक्षा प्रणालीको बिक्रीलाई अनुमोदन गरेकोमा गम्भीर चिन्ता व्यक्त पाकिस्तानले अमेरिकी निर्णयबाट अस्थिर क्षेत्रमा हतियारको होड उत्पन्न बताएको संयुक्त राज्य अमेरिकाको विदेश मन्त्रालयले यसै हप्ता एकीकृत वायु रक्षाप्रणाली भारतलाई अर्ब ८६ करोड ७० लाख अमेरिकी डलरमा बिक्री प्रस्तावलाई अनुमोदन 'भारतलाई एकीकृत वायु रक्षा प्रणालीअन्तर्गत वैदेशिक हतियार बिक्रीबारे अमेरिकी विदेश मन्त्रालयले अनुमोदन गराएको सूचना पाकिस्तानले पाएको ' पाकिस्तानको परराष्ट्र मन्त्रालयले जनाएको 'यतिबेला भारतलाई प्रकारको अत्याधुनिक हतियार प्रणाली बिक्री कुराले अस्थिर अवस्थामा क्षेत्रलाई झन् बढी अस्थिर बनाउने ' पाकिस्तानी विदेश मन्त्रालयका प्रवक्ता अइसा फारूकीले फारुकीले पत्रकारसँगको नियमित साप्ताहिक सम्मेलनमा अमेरिकाको निर्णयले दक्षिण एशियाको रणनीतिक सन्तुलनलाई पाकिस्तान क्षेत्रका गम्भीर सुरक्षाको असरमा खलल पार्ने बताए फारुकीले 'दक्षिण एशियाले हतियारको दौड द्वन्द्व सहन सक्दैन यसैले क्षेत्रको अस्थिरता रोक्न अन्तर्राष्ट्रिय समुदायको जिम्मेवारी रहन्छ 'यस हप्ताको शुरूमा अमेरिकाको सुरक्षा सहयोग एजेन्सीले एउटा सूचना जारी देशहरूबीचको सहयोगलाई सुदृढ पार्न भारतीय वायु रक्षा संरचनाको विद्यमान सङ्गठनलाई आधुनिकीकरण भारतसँगको सम्झौतालाई राज्य विभागले अनुमोदन बताएको
502,महिला उपल्लो तहमा भन्दैमा महिलाको अवस्था परिवर्तन भन्न मिल्दैन तुम्बाहाम्फे,'समाज परिवर्तनका हाम्रो पुस्ताको सोचको अन्त्य हुनुपर्छ पुस्ताले सकारात्मक परिवर्तन ल्याउन सक्छन् हामी चाहेर सक्दैनौं त्यसैले हामी सुस्त 'बत्तीसपुतली शिल्पी थिएटरमा 'डबली द स्पेस' द्वारा आयोजित बहस कार्यक्रममा बोल्दै उपसभामुख डा. शिवमाया तुम्बाहाम्फेले भनिन् 'समाज रुपान्तरणका युवा जोसिनु जरुरी 'कार्यक्रममा 'जयवर्दन सहलेस' 'दुलारी' उपन्यासका लेखक मुना चौधरी उपस्थित थिइन् कार्यक्रमको बहस नेपली समाजमा महिलाहरूको स्थिति समाज रुपन्तरणमा राजनीति साहित्यको भूमिका कस्तो भन्नेबारे लुना भट्टराईले कार्यक्रममा सहजकर्ताको भूमिका निर्वाह गरेकी थिइन् प्रतिनिधि सभाका सदस्य तुम्बाहाम्फेले राजनीति क्षेत्र लेखक मुनाले साहित्य क्षेत्रबाट पितृसत्ता विरूद्ध लडिरहेका अनुभव सुनाएका महिलाको स्तर वृद्धिका कस्ता कदम चाल्न आवश्यक विषयमा छलफल रह्यो तुम्बाहाम्फे विगत ४० वर्षदेखि प्रत्यक्ष राजनीतिमा छिन् एघार वर्षबाट पढाइ सुरू गरेकी विद्यावारिधि गरेकी छिन् पढाइप्रतिको भोक सोख दुवै नमरेको बताइन् कलेज पढ्दा सधैं नेतृत्वमा अघि सर्ने उनी 'नेता' मानिन्थिन् पहिल्यैबाट परिवर्तन चाहने उनका हात कहिलेकाहीँ लेखनमा सर्ने सुनाइन् 'मेरो सोच पहिल्यैबाट राजनीति यसबाट समाज परिवर्तन ल्याउने ' भनिन् लेखक मुना चौधरी आफ्ना अनुभव साटिन् सिरहाकी उपन्यासकारले आठ कक्षा पढ्दादेखि भूमि सम्बन्धी पढ्न चाहेको नपाएको बाल्यकालिन अनुभव सुनाइन् उनी आफैंले मधेसी समाज अघि सार्न साहित्यिक बाटो पछ्याएको यात्रा केलाइन् तुम्बाहाम्फेले साहित्य राजनीति आपसमा जोडिएको विषयमा सकारात्मक प्रतिक्रिया जनाइन् समाजमा परिवर्तन ल्याउन साहित्यले ठूलो भूमिका खेल्ने भन्दै मुना चौधरीको 'दुलारी' उदाहरणसँगै साहित्य समाज राजनीति जोडिएको बताइन् 'दुलारी' मुना चौधरीको उपन्यास मधेसी दलित महिलाको जीवनमा केन्द्रित कथा भुइँमान्छेको लेखक चौधरीले बताइन् उपन्यासमार्फत् मधेसी दलितको अवस्था बुझाउन खोजिएको उनका महिला सशक्तिकरणका महिलाले कलम चलाउनु निकै महत्वपूर्ण भुमिका यसले महिलाका पीडा वेदना थुप्रै विषय अघि आउन सक्ने बताइन् साहित्यले राजनीति नभइ क्षेत्र जोड्ने तुम्बाहाम्फेको बुझाइमा नेपालका थुप्रै साहित्य महिलालाई होच्याउने दमन खालका समेत भनाइ 'यसप्रकारका लेखमा परिवर्तन ल्याउने समाज परिवर्तनका साहित्य अभिन्न अगंको रुपमा उपयोग ' भनिन् 'महिलाप्रतिको दृष्टिकोण फेरिन 'यो कार्यक्रममा राज्य पितृसत्ताबारे बहस चल्यो नेपाली समाज राजनीतिमा महिला पुरुषबीच समानता प्रदान गरिएको समता भाव नभएको तुम्बाहाम्फेले बताइन् यसै सन्दर्भमा पितृसत्ता राजतन्त्रभन्दा ठूलो भनिएका समेत विस्तारमा ल्याइन् 'केही महिला राजनीति क्षेत्रका उपल्लो तहमा भन्दैमा महिलाको अवस्थामा परिवर्तन आएको भन्न मिल्दैन ' भनिन् 'हरेक क्षेत्रका महिलाले समान हक अधिकार पाएपछि सच्चा परिवर्तन आएको भन्न सकिन्छ '
503,एसएसपी राणा हाजिरी जमानीमा रिहा,यौन दुर्व्यवहारको आरोप लागेका नेपाल प्रहरीका एसएसपी सौरभ राणा रिहा भएका उनलाई जिल्ला सरकारी वकील कार्यालय सुनसरीले हाजिरी जमानीमा शुक्रबार साँझ रिहा सुनसरी प्रहरी स्रोतले बतायो सुनसरी जिल्ला अदालतले थप अनुसन्धान सोमबार एसएसपी राणालाई दिन थुनामा राख्न अनुमति दिएको आफूविरूद्ध पक्राउ पूर्जी जारी भएपछि राणा आफैं आइतबार जिल्ला प्रहरी कार्यालय सुनसरी पुगेका यौन दुर्व्यवहारको आरोपमा राणालाई गृह मन्त्रालयले निलम्बन राणाले यौन दुर्व्यवहार भन्दै महिलाले उजुरी दिएकी थिइन् राणाले त्यसमा सत्यता नभएको दाबी आएका
504,सभामुखको सञ्चार विज्ञमा श्रीधर न्यौपाने,सभामुख अग्नि सापकोटाको सञ्चार विज्ञमा श्रीधर न्यौपाने नियूक्त भएका सिन्धुपाल्चोकका न्यौपाने विगत डेढ दशकयता पत्रकारितामा आवद्ध २०५८ सालमा कामना प्रकाशनबाट पत्रकारिता सुरु न्यौपानेले समाचारपत्र दैनिक रेडियो नेपाल नेपाल टेलिभिजन लगायत सञ्चार माध्यममा काम अनुभव संगालेका त्रिभुवन विश्वविद्यालयबाट आम सञ्चार पत्रकारितामा स्नातकोत्तर न्यौपानेले सामुदायिक रेडियो प्रशारण संघको प्रोग्राम म्यानेजरका रुपमा जिम्मेवारी सम्हाल्दै आएका
505,५० करोडमाथिका योजनालाई मात्रै प्रदेश ५ गौरवका आयोजनामा राख्ने,५० करोड रुपैयाँभन्दा माथिका योजनालाई प्रदेश ५ सरकारले प्रदेश गौरवका आयोजनामा समावेश शुक्रबार बसेको मन्त्रिपरिषद्को बैठकले प्रदेश गौरवका आयोजना निर्धारणसम्बन्धी मापदण्ड २०७६ स्वीकृत न्यूनतम ५० करोडका योजनालाई गौरवका योजनामा समावेश निर्णय मन्त्रिपरिषद् बैठकका निर्णय सार्वजनिक सरकारका प्रवक्ता भौतिक पूर्वाधार विकासमन्त्री बैजनाथ चौधरीले सरकारले तय मापदण्डअनुसार कम्तिमा ५० करोड रुपैयाँ लागतमा निर्माण आयोजना गौरवका आयोजनामा समावेश गरिने जानकारी त्यस्तै योजनाको लागतसँगै योजनाबाट लाभान्वित जनसंख्यालाई आधार बनाइएको मापदण्डमा जनसंख्याको हिसाबले गौरवका आयोजनाबाट तराई पहाड हिमाली क्षेत्रमा लाभान्वित हुनेको संख्या अलगअलग राखिएको गौरवका आयोजनाबाट तराई क्षेत्रमा ५० हजार ग्रामीण क्षेत्रमा २५ हजार दुर्गम एवम् पिछडिएका क्षेत्रमा १० हजारभन्दा बढी जनता लाभान्वित हुनुपर्ने मापदण्डमा उल्लेख गौरवका आयोजनालाई ३ वर्षदेखि ५ वर्षसम्म सम्पन्न गर्नुपर्ने प्रत्येक वर्ष १० करोड रुपैयाँ बराबरको वस्तु उत्पादन हुनुपर्ने व्यवस्था गरिएको प्रदेश आवधिक योजनाले बढीमा १० वटा विशेष महत्वका आयोजना कार्यक्रमलाई प्रदेशका गौरवका आयोजनाको रुपमा पहिचान विशेष सुविधा प्राथामिकता निर्धारण कार्यान्वन लक्ष्य राखेको गौरवका योजना समावेश हुनुपूर्व प्रदेश योजना आयोगका उपाध्यक्ष संयोजक आर्थिक मामिला योजना मन्त्रालयका सचिव सदस्य आयोजना प्रस्ताव विषयगत मन्त्रालयका सचिव सदस्य प्रदेश योजना आयोगका सदस्यसचिव सदस्य रहने योजना सिफारिस समिति बनेको समितिले आयोजनाको रुपमा पहिचान सम्बन्धित मन्त्रालयबाट प्राप्त भएका योजना वा कार्यक्रम उपर अध्ययन स्वीकृतिका १ महिनाभित्र सिफारिस त्यस्तै मन्त्रिपरिषद्को बैठकले प्रदेश पूर्वाधार विकास प्राधिकरणको स्थायी दरबन्दी स्वीकृत ध्रुव मजगाईंलाई पूर्वाधार विकास प्राधिकरणको सिइओ नियुक्त प्रदेश सरकारले प्रशासकीय अधिकृत १ इन्जिनियर २ अधिकृत सहायक लेखा चालक १ १ जना कार्यालय सहयोगी २ जना ८ जनाको दरबन्दी स्वीकृत बैठकले प्रदेश पूर्वाधार विकास प्राधिकरणका प्रमुख कार्यकारी अधिकृतको पारिश्रमिक सेवा सम्बन्धी मापदण्ड प्रदेश स्वास्थ्य नीति प्रदेश भवन नियमावली होमस्टे नियमावली स्वीकृत प्रदेश भवन नीति स्वीकृत भएपनि नियमावली नबन्दा भवन निर्माण सम्बन्धी काम अगाडि बढ्न सकेको त्यस्तै प्रदेश पदक संसोधन नियमावली २०७६ स्वीकृत पदकमा राख्ने लोगोमा डिजाइन नियमावली संशोधन गरिएको
506,पूर्वप्रधानसेनापतिमाथि परेको उजुरीबारे छलफल रक्षामन्त्रीलाई संसदीय समितिले बोलाउने,प्रतिनिधिसभाको राज्य व्यवस्था सुशासन समितिले नेपाली सेनाका पूर्वप्रधानसेनापति राजेन्द्र क्षेत्रीमाथि परेको उजुरीबारे छलफल रक्षामन्त्री प्रधानसेनापति रक्षा सचिवलाई बोलाउने शुक्रबार बसेको समिति बैठकले निर्णय यद्यपी समितिले कहिले बोलाउने भन्नेबारे नखुलाएको समिति सदस्य कृष्णगोपाल श्रेष्ठले सेतोपाटीलाई जानकारी आज बसेको बैठकले रक्षामन्त्री ईश्वर पोखरेल प्रधानसेनापति पूर्णचन्द्र थापा रक्षा सचिव रेश्मीराज पाण्डेलाई बोलाउने निर्णय गरिएको तोकिएको कार्यकालमा क्षेत्रीले अकुत सम्पत्ति जोडेको उजुरी संसदीय समितिमा परेको छलफलमा प्रेसलाई सहभागी दिइएको प्रेसलाई समिति बैठकमा सहभागी नदिनु सभापति गलत निर्णय गत असोजमा नेकपा सांसद रेखा शर्माको संयोजकत्वमा समितिले प्राप्त गुनासो उजुरीहरूको संक्षिप्त विवरण उजुरी सुनुवाइ कार्यदल गठन बिहीबार समितिले गठन कार्यदलले पूर्वप्रधानसेनापति क्षेत्रीले पदमा रहँदा अनियमितता भ्रष्टाचारको छानबिन गर्नुपर्ने उजुरीलाई समितिमा पेश पूर्वप्रधानसेनापतिमाथि सेनाको मुख्यालय बनाउने क्रममा राष्ट्रिय गौरवको आयोजना फास्ट ट्रयाक निर्माणमा अनियमितता आरोप पनि:भ्रष्टाचार आरोपमा पूर्वप्रधानसेनापति राजेन्द्र क्षेत्री छानबिनमा तानिँदै
507,कर्णाली सरकारका वर्षः सामाजिक कार्यमा उपलब्धी बजेट खर्च निराशाजनक,संघीय संरचना कर्णाली प्रदेश सरकार गठन वर्ष पुगेको २०७४ फागुन ३ गते मुख्यमन्त्री महेन्द्रबहादुर शाही कर्णाली प्रदेशको मुख्यमन्त्री नियुक्त भएका मुख्यमन्त्री शाहीको नेतृत्वमा ०७४ फागुन ६ गते ७ सदस्यीय प्रदेश मन्त्रिपरिषद गठन गरिएको मन्त्रिपरिषद् गठन भएयता ६५ वैठक सम्पन्न भएका मन्त्रिपरिषदका बैठकबाट ३७७ वटा निर्णय गरिएको कर्णाली प्रदेशलाई अर्गानिक बनाउने डिजिटल प्रदेशका रुपमा स्थापित प्रत्येक महिनाको १ १५ गतेलाई श्रम दिन रुपमा मनाउने २०७५ रारा कर्णाली पर्यटनका रुपमा मनाउने जस्ता निर्णय मन्त्रिपरिषद बैठकका निर्णय मुख्यमन्त्री मन्त्रिपरिषद्को कार्यालयका ०७४ ५ ०७५ ४१ ०७६ हालसम्म १९ वटा मन्त्रिपरिषद् बैैठक बसेका बैठकले निर्णय कार्यान्वयनको चरणमा कार्यान्वयन भइसकेका वर्षको अवधिमा कर्णाली प्रदेश सरकारले उपलब्धीमुलक काम जस्तैः सबैभन्दा अगाडि प्रदेश राजधानी तोक्नु श्रम दिन अभियान कार्यान्वयन छोरी बुहारीका छात्रवृत्ति कर्णालीवासीको सामूहिक बीमा छोरी बचत खाता सुत्केरी गर्भवतिका एअर लिफ्टिङ जस्ता सामाजिक कार्यमा उपलब्धी देखिएको ६ उपलब्धीसुरुमै नाम राजधनीः स्थानीयको आन्दोलनका बावजुत सबैभन्दा पछाडि स्थापना प्रदेशको नाम सबैभन्दा अगाडि तय गरिएको प्रदेश सरकार गठन ९ दिनभित्र प्रदेश सभाको चौथो बैठकबाट नाम कर्णाली राजधानी सुर्खेत टुंगो लगाइएको कर्णाली प्रदेश सरकारको उपलब्धीका रुपमा श्रम दिन अभियान ः कर्णाली प्रदेश सरकरले महिनाको १ १५ गतेलाई श्रम दिनका रुपमा मनाउने निर्णय ग¥यो मुख्यमन्त्रीले नाला सफा सुरु गरिएको श्रम दिन अहिले चलिरहेको यसका सरकारले कार्यविधि बनाएर स्थानीय तहलाई कार्यान्वयन निर्देशन दिइसकेको छोरी बुहारीलाई छात्रवृत्तिः आर्थिक बर्ष ०७५÷७६ बाट प्रदेश सरकारले कर्णालीका छोरी बुहारीलाई प्राविधिक शिक्षा अध्ययनका छात्रवृत्तिको व्यवस्था प्रदेशभित्रका छोरी बुहारीको शिक्षा प्राप्तीमा सहयोग उपलब्ध गराउन थालिएको छात्रवृत्तिबाट गत आर्थिक वर्ष १५० जना छोरी बुहारीले छात्रवृत्ति प्राप्त गत वर्ष यसमा करोड ५० लाख रुपैयाँ छात्रवृत्तिस्वरुप प्रदेश सरकारको बजेट खर्च वर्षका १ सय जना छोरी बुहारीका प्रमाणपत्र ३ वर्षे डिप्लोमा अध्ययन छोरी बुहारी छात्रवृत्ति कार्यक्रममा सहभागी सरकारले आह्वान ३ वर्षे डिप्लोमा दश जोड वा प्रमाणपत्र तहमा व्यवसायिक प्राविधिक शिक्षामा अध्ययन छोरीबुहारीहरुले छात्रवृत्ति पाउँछन् छात्रवृत्तिका छनौट भएकालाई अध्ययन अवधिभर वर्षमा १ लाख रुपैयाँ सरकारले उपलब्ध गराउनेछ एअर लिफ्टिङ सेवाः कर्णाली प्रदेश सरकारले प्रदेशका दुर्गम अति दुर्गम क्षेत्रका वासिन्दालाई लक्षित जोखिममा परेका गर्भवति सुत्केरीको उद्दारका एअर लिफ्टिङ सेवा सञ्चालन गरिरहेको राष्ट्रपति महिला उत्थान कार्यक्रम प्रदेश सरकारको व्यवस्था प्रदेशभित्रका जोखिममा परेका गर्भवति सुत्केरीका राहत बनेको सामाजिक विकास मन्त्रालयका प्रदेश सकारले कार्यक्रम सुरु गरेयता हालसम्म ४९ जना त्यस्तो जोखिममा रहेकालाई उद्दार गरिएको छोरी जन्म बचत खाताः कर्णाली प्रदेश सरकारले छोरी जन्मिनेवित्तिकै खाता खोलिदिने व्यवस्था कार्यक्रम सरकारले कालिकोटका दुईजना बालिकाको खाता खोलेर सुरुआत गरिसकेको सुरुमा खाता खोल्दा १ हजार रुपैयाँ जम्मा गरिनेछ त्यसपछि २० वर्ष पुग्ने बेलासम्म मासिक ५०० रुपैयाँका दरले खातामा पैसा जम्मा हुनेछ यद्यपी आवश्यकता परिस्थितिका आधारमा रकमलाई हेरफेर मिल्नेगरी कार्यविधि बनाइएको चालु आर्थिक बजेटमा कार्यक्रमका ७ करोड रुपैयाँ विनियोजन गरिएको चालु आर्थिक वर्षभित्रै कर्णालीमा कम्तिमा ११ हजार छोरी जन्मिने अनुमान बजेट विनियोजन गरिएको यही कार्यक्रम कार्यान्वयनका प्रदेश सरकारले प्रदेश भित्रका ७९ स्थानीय तहमा करोड रुपैयाँ पठाएको प्रदेशवासीको सामूहिक बीमाः कर्णाली प्रदेश सरकारले कर्णालीवासीको सामूहिक बीमा गरिदिएको यही आर्थिक वर्षमा प्रदेश सरकारले प्रदेशभित्रका १७ लाख ७० हजार नागरिकको विपद् बीमा गरिदिएको बीमापछि कर्णालीमा प्राकृतिक प्रकोपबाट ज्यान गुमाएका परिवारले लाख रुपैयाँ राहत पाउनेछन् निराशाजनक खर्चप्रदेश सरकार गठन वर्ष पुगेको अवधिमा सरकारले वटा बजेट ल्याएको हालसम्मका बजेटमध्ये खर्चको अवस्था निराशाजनक चालुबाहेक पुँजीगत खर्च सरकारको योजना नागरिकको अपेक्षाभन्दा न्यून प्रदेश सरकारले सुरुको आर्थिक वर्ष ०७४ ७५ ७ प्रतिशत बजेट खर्च सक्यो उक्त आर्थिक वर्षको कुल बजेट १ अर्ब २ करोड ५ लाख रुपैयाँमध्ये ७ करोड ५७ लाख ५२ हजार ३०४ रुपैयाँ खर्च उक्त आर्थिक वर्ष सरकारको छोटो वर्ष भएकाले खर्चको विषयलाई खासै महत्व दिइएन आर्थिक वर्ष ०७५ ७६ कर्णाली प्रदेशले चालूसहित आधा बजेट खर्च सक्यो कुल बजेट २८ अर्ब २८ करोड २८ लाख रुपैयाँमध्ये ९ अर्ब ९५ करोड ३३ लाख खर्च भयो यसमा ४ अर्ब ५३ करोड ८१ लाख रुपैयाँ पुँजीगत तर्फको वर्ष बजेट खर्चको अवस्था पहिलेकै दोहोरिएको आर्थिक वर्षको ८ महिना बितिसकेको हालसम्म बजेट ७.४६ प्रतिशत खर्च आर्थिक मामिला योजना मन्त्रालयले जनाएको मन्त्रालयका २०७६ माघ मसान्तसम्म चालुतर्फको १ अर्ब ६१ करोड ४८ लाख ९१ हजार रुपैयाँ पुँजीगततर्फ ९४ करोड ७९ लाख १३ हजार जम्मा २ अर्ब ५६ करोड २८ लाख ४ हजार रुपैयाँ खर्च समग्रमा वर्षको खर्च बजेट ७.४६ प्रतिशत चालु आर्थि बर्षका प्रदेश सरकारले ३४ अर्ब ३५ करोड ३४ लाख २५ हजार बजेट ल्याएको कर्मचारी अभावले कार्यान्वयनमा समस्याप्रदेशका मुख्यमन्त्री महेन्द्र बहादुर शाहीले कर्मचारी अभावका कारण बजेट खर्च कार्यक्रम कार्यान्वयनमा समस्या बताएका प्रदेशले हालसम्म दक्ष जनशक्तिको अभाव भोग्नुले कार्यक्रम कार्यान्वयन बजेट खर्चमा समस्या बताए अभावका कारण कार्यान्वयन गर्नमा समस्या समस्या भनेको कर्णालीमा दक्ष जनशक्तिको अभाव होे वर्षको अवधिमा सबैभन्दा ठूलो दुख कर्मचारी अभावका कारण भोग्नुपरेको महसुस मुख्यमन्त्री शाहीले कर्मचारी अभावका प्रदेशको विकासका गुरुयोजना बनाइएको बताए ३० वर्षको प्रदेश कस्तो विषयमा हामीले खाका कोरिसकेका छौँ मुख्यमन्त्री शाहीले
